date,plant,region,product,produced_quantity,production_capacity
2023-05-24,P_NA,NA,C,2341,2499
2023-05-24,P_EU,EU,A,3994,3477
2023-05-24,P_EU,EU,B,2020,3724
2023-05-24,P_EU,EU,C,1804,1558
2023-05-24,P_APAC,APAC,A,1445,1746
2023-05-24,P_APAC,APAC,B,3280,3069
2023-05-24,P_APAC,APAC,C,1630,1534
2023-05-25,P_LATAM,LATAM,A,963,2325
2023-05-25,P_LATAM,LATAM,B,3595,3117
2023-05-25,P_LATAM,LATAM,C,2407,2499
2023-05-25,P_NA,NA,A,686,1987
2023-05-25,P_NA,NA,B,817,1815
2023-05-25,P_NA,NA,C,1805,1800
2023-05-25,P_EU,EU,A,3106,2939
2023-05-25,P_EU,EU,B,2762,3314
2023-05-25,P_EU,EU,C,1698,3598
2023-05-25,P_APAC,APAC,A,3246,3125
2023-05-25,P_APAC,APAC,B,2078,1940
2023-05-25,P_APAC,APAC,C,2146,3369
2023-05-26,P_LATAM,LATAM,A,3024,2857
2023-05-26,P_LATAM,LATAM,B,1052,2030
2023-05-26,P_LATAM,LATAM,C,1270,2547
2023-05-26,P_NA,NA,A,2512,2942
2023-05-26,P_NA,NA,B,777,1699
2023-05-26,P_NA,NA,C,1954,3624
2023-05-26,P_EU,EU,A,1542,1638
2023-05-26,P_EU,EU,B,569,1617
2023-05-26,P_EU,EU,C,2498,3876
2023-05-26,P_APAC,APAC,A,1400,3028
2023-05-26,P_APAC,APAC,B,4398,3858
2023-05-26,P_APAC,APAC,C,1533,3190
2023-05-27,P_LATAM,LATAM,A,1126,1835
2023-05-27,P_LATAM,LATAM,B,1146,2416
2023-05-27,P_LATAM,LATAM,C,2196,3439
2023-05-27,P_NA,NA,A,1505,2727
2023-05-27,P_NA,NA,B,2131,3672
2023-05-27,P_NA,NA,C,848,2807
2023-05-27,P_EU,EU,A,1557,2763
2023-05-27,P_EU,EU,B,2324,3094
2023-05-27,P_EU,EU,C,1955,1755
2023-05-27,P_APAC,APAC,A,1140,1983
2023-05-27,P_APAC,APAC,B,1338,1635
2023-05-27,P_APAC,APAC,C,2208,3728
2023-05-28,P_LATAM,LATAM,A,2923,2830
2023-05-28,P_LATAM,LATAM,B,1396,2233
2023-05-28,P_LATAM,LATAM,C,851,1819
2023-05-28,P_NA,NA,A,1184,1854
2023-05-28,P_NA,NA,B,3229,3161
2023-05-28,P_NA,NA,C,1009,1751
2023-05-28,P_EU,EU,A,1453,2155
2023-05-28,P_EU,EU,B,1073,1666
2023-05-28,P_EU,EU,C,2443,3616
2023-05-28,P_APAC,APAC,A,3585,3039
2023-05-28,P_APAC,APAC,B,3531,3824
2023-05-28,P_APAC,APAC,C,1207,3168
2023-05-29,P_LATAM,LATAM,A,1349,2024
2023-05-29,P_LATAM,LATAM,B,1805,1616
2023-05-29,P_LATAM,LATAM,C,836,2510
2023-05-29,P_NA,NA,A,1950,2292
2023-05-29,P_NA,NA,B,1202,1584
2023-05-29,P_NA,NA,C,2521,2740
2023-05-29,P_EU,EU,A,4304,3604
2023-05-29,P_EU,EU,B,2167,3676
2023-05-29,P_EU,EU,C,2937,2513
2023-05-29,P_APAC,APAC,A,1148,1763
2023-05-29,P_APAC,APAC,B,2893,2439
2023-05-29,P_APAC,APAC,C,1712,2967
2023-05-30,P_LATAM,LATAM,A,589,1534
2023-05-30,P_LATAM,LATAM,B,1345,2008
2023-05-30,P_LATAM,LATAM,C,2577,3413
2023-05-30,P_NA,NA,A,2063,3396
2023-05-30,P_NA,NA,B,1837,2922
2023-05-30,P_NA,NA,C,1815,1541
2023-05-30,P_EU,EU,A,3281,3402
2023-05-30,P_EU,EU,B,3863,3688
2023-05-30,P_EU,EU,C,3940,3865
2023-05-30,P_APAC,APAC,A,1582,1991
2023-05-30,P_APAC,APAC,B,1938,3052
2023-05-30,P_APAC,APAC,C,842,2159
2023-05-31,P_LATAM,LATAM,A,2278,3373
2023-05-31,P_LATAM,LATAM,B,866,1504
2023-05-31,P_LATAM,LATAM,C,744,1959
2023-05-31,P_NA,NA,A,2423,3366
2023-05-31,P_NA,NA,B,1652,2535
2023-05-31,P_NA,NA,C,3658,3376
2023-05-31,P_EU,EU,A,2190,3035
2023-05-31,P_EU,EU,B,1504,1888
2023-05-31,P_EU,EU,C,2759,2934
2023-05-31,P_APAC,APAC,A,663,1733
2023-05-31,P_APAC,APAC,B,1853,2988
2023-05-31,P_APAC,APAC,C,2506,2794
2023-06-01,P_LATAM,LATAM,A,3190,3709
2023-06-01,P_LATAM,LATAM,B,738,1834
2023-06-01,P_LATAM,LATAM,C,1189,2927
2023-06-01,P_NA,NA,A,1478,3836
2023-06-01,P_NA,NA,B,2622,3097
2023-06-01,P_NA,NA,C,3111,2940
2023-06-01,P_EU,EU,A,1216,1629
2023-06-01,P_EU,EU,B,1175,2613
2023-06-01,P_EU,EU,C,2400,3809
2023-06-01,P_APAC,APAC,A,1122,3444
2023-06-01,P_APAC,APAC,B,938,1500
2023-06-01,P_APAC,APAC,C,2413,3438
2023-06-02,P_LATAM,LATAM,A,2048,2699
2023-06-02,P_LATAM,LATAM,B,818,1810
2023-06-02,P_LATAM,LATAM,C,1147,2240
2023-06-02,P_NA,NA,A,4256,3558
2023-06-02,P_NA,NA,B,3009,3388
2023-06-02,P_NA,NA,C,3224,3065
2023-06-02,P_EU,EU,A,2775,2712
2023-06-02,P_EU,EU,B,3291,3553
2023-06-02,P_EU,EU,C,1822,2372
2023-06-02,P_APAC,APAC,A,1134,3599
2023-06-02,P_APAC,APAC,B,1983,2738
2023-06-02,P_APAC,APAC,C,2568,2577
2023-06-03,P_LATAM,LATAM,A,1538,3501
2023-06-03,P_LATAM,LATAM,B,2318,3581
2023-06-03,P_LATAM,LATAM,C,1760,3749
2023-06-03,P_NA,NA,A,1500,3729
2023-06-03,P_NA,NA,B,1389,1531
2023-06-03,P_NA,NA,C,1125,1739
2023-06-03,P_EU,EU,A,2511,2732
2023-06-03,P_EU,EU,B,2064,2779
2023-06-03,P_EU,EU,C,3310,3475
2023-06-03,P_APAC,APAC,A,1586,2144
2023-06-03,P_APAC,APAC,B,3364,3117
2023-06-03,P_APAC,APAC,C,3478,3163
2023-06-04,P_LATAM,LATAM,A,1959,2190
2023-06-04,P_LATAM,LATAM,B,835,2589
2023-06-04,P_LATAM,LATAM,C,2100,3463
2023-06-04,P_NA,NA,A,936,2198
2023-06-04,P_NA,NA,B,2627,3235
2023-06-04,P_NA,NA,C,3242,3846
2023-06-04,P_EU,EU,A,950,2409
2023-06-04,P_EU,EU,B,2494,2885
2023-06-04,P_EU,EU,C,2232,2099
2023-06-04,P_APAC,APAC,A,1623,2764
2023-06-04,P_APAC,APAC,B,1716,1578
2023-06-04,P_APAC,APAC,C,3496,3599
2023-06-05,P_LATAM,LATAM,A,3474,3644
2023-06-05,P_LATAM,LATAM,B,2103,3247
2023-06-05,P_LATAM,LATAM,C,1826,2970
2023-06-05,P_NA,NA,A,2771,3483
2023-06-05,P_NA,NA,B,1020,2859
2023-06-05,P_NA,NA,C,1364,3046
2023-06-05,P_EU,EU,A,1705,1703
2023-06-05,P_EU,EU,B,1443,3840
2023-06-05,P_EU,EU,C,2851,2625
2023-06-05,P_APAC,APAC,A,2824,2721
2023-06-05,P_APAC,APAC,B,811,1733
2023-06-05,P_APAC,APAC,C,699,2035
2023-06-06,P_LATAM,LATAM,A,1017,1591
2023-06-06,P_LATAM,LATAM,B,1210,1894
2023-06-06,P_LATAM,LATAM,C,2734,2770
2023-06-06,P_NA,NA,A,813,2357
2023-06-06,P_NA,NA,B,1785,3296
2023-06-06,P_NA,NA,C,1880,2338
2023-06-06,P_EU,EU,A,2754,2622
2023-06-06,P_EU,EU,B,1189,3048
2023-06-06,P_EU,EU,C,881,2193
2023-06-06,P_APAC,APAC,A,680,2149
2023-06-06,P_APAC,APAC,B,2456,2611
2023-06-06,P_APAC,APAC,C,1219,3737
2023-06-07,P_LATAM,LATAM,A,1823,2027
2023-06-07,P_LATAM,LATAM,B,1259,2356
2023-06-07,P_LATAM,LATAM,C,1159,1554
2023-06-07,P_NA,NA,A,1973,1861
2023-06-07,P_NA,NA,B,1844,3449
2023-06-07,P_NA,NA,C,1720,1668
2023-06-07,P_EU,EU,A,1238,2958
2023-06-07,P_EU,EU,B,2058,2983
2023-06-07,P_EU,EU,C,1330,2446
2023-06-07,P_APAC,APAC,A,3025,2906
2023-06-07,P_APAC,APAC,B,1679,1843
2023-06-07,P_APAC,APAC,C,1942,2945
2023-06-08,P_LATAM,LATAM,A,3747,3382
2023-06-08,P_LATAM,LATAM,B,1864,2314
2023-06-08,P_LATAM,LATAM,C,1966,1744
2023-06-08,P_NA,NA,A,2354,2558
2023-06-08,P_NA,NA,B,3105,3747
2023-06-08,P_NA,NA,C,3071,3044
2023-06-08,P_EU,EU,A,1007,1940
2023-06-08,P_EU,EU,B,1447,3978
2023-06-08,P_EU,EU,C,2320,3527
2023-06-08,P_APAC,APAC,A,881,1689
2023-06-08,P_APAC,APAC,B,2866,3988
2023-06-08,P_APAC,APAC,C,1711,1977
2023-06-09,P_LATAM,LATAM,A,845,2557
2023-06-09,P_LATAM,LATAM,B,2057,2003
2023-06-09,P_LATAM,LATAM,C,943,1767
2023-06-09,P_NA,NA,A,2713,3462
2023-06-09,P_NA,NA,B,1389,3504
2023-06-09,P_NA,NA,C,2175,2476
2023-06-09,P_EU,EU,A,1057,2808
2023-06-09,P_EU,EU,B,1407,1992
2023-06-09,P_EU,EU,C,1010,3084
2023-06-09,P_APAC,APAC,A,1590,3153
2023-06-09,P_APAC,APAC,B,3767,3809
2023-06-09,P_APAC,APAC,C,1255,2143
2023-06-10,P_LATAM,LATAM,A,1471,1924
2023-06-10,P_LATAM,LATAM,B,1686,2646
2023-06-10,P_LATAM,LATAM,C,1267,2192
2023-06-10,P_NA,NA,A,1779,2528
2023-06-10,P_NA,NA,B,2178,3304
2023-06-10,P_NA,NA,C,3281,3318
2023-06-10,P_EU,EU,A,2899,3776
2023-06-10,P_EU,EU,B,2057,3512
2023-06-10,P_EU,EU,C,4216,3784
2023-06-10,P_APAC,APAC,A,1933,1883
2023-06-10,P_APAC,APAC,B,2692,2808
2023-06-10,P_APAC,APAC,C,3991,3525
2023-06-11,P_LATAM,LATAM,A,2610,2436
2023-06-11,P_LATAM,LATAM,B,642,1673
2023-06-11,P_LATAM,LATAM,C,2599,2971
2023-06-11,P_NA,NA,A,2756,3313
2023-06-11,P_NA,NA,B,959,2970
2023-06-11,P_NA,NA,C,996,1756
2023-06-11,P_EU,EU,A,1285,2820
2023-06-11,P_EU,EU,B,991,1918
2023-06-11,P_EU,EU,C,2077,3375
2023-06-11,P_APAC,APAC,A,2123,1986
2023-06-11,P_APAC,APAC,B,2370,2142
2023-06-11,P_APAC,APAC,C,1551,2021
2023-06-12,P_LATAM,LATAM,A,1119,3652
2023-06-12,P_LATAM,LATAM,B,1617,2187
2023-06-12,P_LATAM,LATAM,C,1529,1659
2023-06-12,P_NA,NA,A,1484,1667
2023-06-12,P_NA,NA,B,3017,3484
2023-06-12,P_NA,NA,C,2452,2604
2023-06-12,P_EU,EU,A,1332,2887
2023-06-12,P_EU,EU,B,815,1831
2023-06-12,P_EU,EU,C,2196,3720
2023-06-12,P_APAC,APAC,A,788,1676
2023-06-12,P_APAC,APAC,B,900,2144
2023-06-12,P_APAC,APAC,C,1453,3648
2023-06-13,P_LATAM,LATAM,A,1803,1539
2023-06-13,P_LATAM,LATAM,B,2144,2048
2023-06-13,P_LATAM,LATAM,C,1230,2060
2023-06-13,P_NA,NA,A,3943,3397
2023-06-13,P_NA,NA,B,4096,3862
2023-06-13,P_NA,NA,C,1476,1884
2023-06-13,P_EU,EU,A,1907,3927
2023-06-13,P_EU,EU,B,1367,3094
2023-06-13,P_EU,EU,C,3187,2846
2023-06-13,P_APAC,APAC,A,2886,2862
2023-06-13,P_APAC,APAC,B,1584,2728
2023-06-13,P_APAC,APAC,C,1274,1954
2023-06-14,P_LATAM,LATAM,A,995,2867
2023-06-14,P_LATAM,LATAM,B,3734,3955
2023-06-14,P_LATAM,LATAM,C,1710,2390
2023-06-14,P_NA,NA,A,2292,2064
2023-06-14,P_NA,NA,B,3197,3930
2023-06-14,P_NA,NA,C,4326,3728
2023-06-14,P_EU,EU,A,2082,2631
2023-06-14,P_EU,EU,B,1521,1838
2023-06-14,P_EU,EU,C,969,1520
2023-06-14,P_APAC,APAC,A,1141,3511
2023-06-14,P_APAC,APAC,B,2234,2168
2023-06-14,P_APAC,APAC,C,666,1825
2023-06-15,P_LATAM,LATAM,A,523,1556
2023-06-15,P_LATAM,LATAM,B,2298,3894
2023-06-15,P_LATAM,LATAM,C,2504,2213
2023-06-15,P_NA,NA,A,1758,1627
2023-06-15,P_NA,NA,B,1348,3121
2023-06-15,P_NA,NA,C,2256,1996
2023-06-15,P_EU,EU,A,2500,2888
2023-06-15,P_EU,EU,B,1538,3028
2023-06-15,P_EU,EU,C,1627,2590
2023-06-15,P_APAC,APAC,A,901,1661
2023-06-15,P_APAC,APAC,B,2923,3549
2023-06-15,P_APAC,APAC,C,1750,3285
2023-06-16,P_LATAM,LATAM,A,2537,2617
2023-06-16,P_LATAM,LATAM,B,1040,2712
2023-06-16,P_LATAM,LATAM,C,652,1675
2023-06-16,P_NA,NA,A,3349,3042
2023-06-16,P_NA,NA,B,1876,3111
2023-06-16,P_NA,NA,C,2532,3565
2023-06-16,P_EU,EU,A,1997,2139
2023-06-16,P_EU,EU,B,3465,3759
2023-06-16,P_EU,EU,C,2309,2743
2023-06-16,P_APAC,APAC,A,3672,3131
2023-06-16,P_APAC,APAC,B,1046,1621
2023-06-16,P_APAC,APAC,C,1795,1771
2023-06-17,P_LATAM,LATAM,A,3463,3089
2023-06-17,P_LATAM,LATAM,B,2206,3708
2023-06-17,P_LATAM,LATAM,C,1377,3582
2023-06-17,P_NA,NA,A,2032,3841
2023-06-17,P_NA,NA,B,875,1670
2023-06-17,P_NA,NA,C,816,1567
2023-06-17,P_EU,EU,A,3541,3759
2023-06-17,P_EU,EU,B,2938,2535
2023-06-17,P_EU,EU,C,1231,2087
2023-06-17,P_APAC,APAC,A,1009,1754
2023-06-17,P_APAC,APAC,B,891,1871
2023-06-17,P_APAC,APAC,C,2667,3557
2023-06-18,P_LATAM,LATAM,A,1752,1615
2023-06-18,P_LATAM,LATAM,B,1292,3785
2023-06-18,P_LATAM,LATAM,C,2895,3251
2023-06-18,P_NA,NA,A,2041,1955
2023-06-18,P_NA,NA,B,841,1845
2023-06-18,P_NA,NA,C,3426,3594
2023-06-18,P_EU,EU,A,3153,3617
2023-06-18,P_EU,EU,B,3140,3300
2023-06-18,P_EU,EU,C,2092,2296
2023-06-18,P_APAC,APAC,A,861,1893
2023-06-18,P_APAC,APAC,B,1579,1684
2023-06-18,P_APAC,APAC,C,1091,1861
2023-06-19,P_LATAM,LATAM,A,2058,2167
2023-06-19,P_LATAM,LATAM,B,1582,2256
2023-06-19,P_LATAM,LATAM,C,2914,2618
2023-06-19,P_NA,NA,A,2183,3916
2023-06-19,P_NA,NA,B,2968,2996
2023-06-19,P_NA,NA,C,1705,3123
2023-06-19,P_EU,EU,A,1322,3920
2023-06-19,P_EU,EU,B,1981,2848
2023-06-19,P_EU,EU,C,965,1891
2023-06-19,P_APAC,APAC,A,4041,3440
2023-06-19,P_APAC,APAC,B,643,1539
2023-06-19,P_APAC,APAC,C,2871,3273
2023-06-20,P_LATAM,LATAM,A,1504,2278
2023-06-20,P_LATAM,LATAM,B,2029,3058
2023-06-20,P_LATAM,LATAM,C,2697,2948
2023-06-20,P_NA,NA,A,1422,3037
2023-06-20,P_NA,NA,B,1007,2699
2023-06-20,P_NA,NA,C,2590,2808
2023-06-20,P_EU,EU,A,656,1857
2023-06-20,P_EU,EU,B,1627,2719
2023-06-20,P_EU,EU,C,1310,2498
2023-06-20,P_APAC,APAC,A,615,1675
2023-06-20,P_APAC,APAC,B,830,2189
2023-06-20,P_APAC,APAC,C,886,2034
2023-06-21,P_LATAM,LATAM,A,1768,3859
2023-06-21,P_LATAM,LATAM,B,1134,2596
2023-06-21,P_LATAM,LATAM,C,2076,1963
2023-06-21,P_NA,NA,A,1512,2503
2023-06-21,P_NA,NA,B,824,1557
2023-06-21,P_NA,NA,C,2678,2390
2023-06-21,P_EU,EU,A,1240,1961
2023-06-21,P_EU,EU,B,2867,3014
2023-06-21,P_EU,EU,C,2388,3813
2023-06-21,P_APAC,APAC,A,2625,3345
2023-06-21,P_APAC,APAC,B,1408,1778
2023-06-21,P_APAC,APAC,C,3158,2777
2023-06-22,P_LATAM,LATAM,A,1620,2222
2023-06-22,P_LATAM,LATAM,B,1849,2548
2023-06-22,P_LATAM,LATAM,C,1764,1533
2023-06-22,P_NA,NA,A,741,2197
2023-06-22,P_NA,NA,B,2231,1897
2023-06-22,P_NA,NA,C,2369,2102
2023-06-22,P_EU,EU,A,944,2711
2023-06-22,P_EU,EU,B,2156,2136
2023-06-22,P_EU,EU,C,4348,3722
2023-06-22,P_APAC,APAC,A,2231,3537
2023-06-22,P_APAC,APAC,B,1097,2242
2023-06-22,P_APAC,APAC,C,4121,3528
2023-06-23,P_LATAM,LATAM,A,1880,3386
2023-06-23,P_LATAM,LATAM,B,932,1668
2023-06-23,P_LATAM,LATAM,C,1349,2007
2023-06-23,P_NA,NA,A,1758,3332
2023-06-23,P_NA,NA,B,1520,1579
2023-06-23,P_NA,NA,C,1116,1723
2023-06-23,P_EU,EU,A,2570,3918
2023-06-23,P_EU,EU,B,2049,2529
2023-06-23,P_EU,EU,C,1618,3193
2023-06-23,P_APAC,APAC,A,3609,3368
2023-06-23,P_APAC,APAC,B,1660,2225
2023-06-23,P_APAC,APAC,C,2966,3062
2023-06-24,P_LATAM,LATAM,A,1591,2727
2023-06-24,P_LATAM,LATAM,B,1459,3729
2023-06-24,P_LATAM,LATAM,C,662,1858
2023-06-24,P_NA,NA,A,1351,2621
2023-06-24,P_NA,NA,B,1244,3547
2023-06-24,P_NA,NA,C,1182,1659
2023-06-24,P_EU,EU,A,1711,3413
2023-06-24,P_EU,EU,B,1650,3981
2023-06-24,P_EU,EU,C,2041,1824
2023-06-24,P_APAC,APAC,A,1510,3164
2023-06-24,P_APAC,APAC,B,1791,3844
2023-06-24,P_APAC,APAC,C,2878,3069
2023-06-25,P_LATAM,LATAM,A,949,1700
2023-06-25,P_LATAM,LATAM,B,2401,2188
2023-06-25,P_LATAM,LATAM,C,1858,2643
2023-06-25,P_NA,NA,A,2292,2883
2023-06-25,P_NA,NA,B,1999,2066
2023-06-25,P_NA,NA,C,1763,1680
2023-06-25,P_EU,EU,A,1072,1986
2023-06-25,P_EU,EU,B,1656,2847
2023-06-25,P_EU,EU,C,1717,2849
2023-06-25,P_APAC,APAC,A,2033,1726
2023-06-25,P_APAC,APAC,B,1044,2680
2023-06-25,P_APAC,APAC,C,709,2313
2023-06-26,P_LATAM,LATAM,A,1918,1642
2023-06-26,P_LATAM,LATAM,B,1629,3359
2023-06-26,P_LATAM,LATAM,C,1307,2154
2023-06-26,P_NA,NA,A,549,1819
2023-06-26,P_NA,NA,B,3203,3822
2023-06-26,P_NA,NA,C,3252,2722
2023-06-26,P_EU,EU,A,1260,2271
2023-06-26,P_EU,EU,B,2208,3866
2023-06-26,P_EU,EU,C,1383,3649
2023-06-26,P_APAC,APAC,A,1594,2997
2023-06-26,P_APAC,APAC,B,1667,1500
2023-06-26,P_APAC,APAC,C,1893,1891
2023-06-27,P_LATAM,LATAM,A,1313,1639
2023-06-27,P_LATAM,LATAM,B,1853,3443
2023-06-27,P_LATAM,LATAM,C,2694,3964
2023-06-27,P_NA,NA,A,3765,3816
2023-06-27,P_NA,NA,B,2664,3412
2023-06-27,P_NA,NA,C,2221,2459
2023-06-27,P_EU,EU,A,2275,1915
2023-06-27,P_EU,EU,B,1172,2222
2023-06-27,P_EU,EU,C,1902,2599
2023-06-27,P_APAC,APAC,A,2364,3266
2023-06-27,P_APAC,APAC,B,1060,2982
2023-06-27,P_APAC,APAC,C,1032,3194
2023-06-28,P_LATAM,LATAM,A,875,2785
2023-06-28,P_LATAM,LATAM,B,3480,3379
2023-06-28,P_LATAM,LATAM,C,3021,2984
2023-06-28,P_NA,NA,A,3962,3673
2023-06-28,P_NA,NA,B,1845,1780
2023-06-28,P_NA,NA,C,1054,1746
2023-06-28,P_EU,EU,A,1677,2045
2023-06-28,P_EU,EU,B,3264,3465
2023-06-28,P_EU,EU,C,2390,2034
2023-06-28,P_APAC,APAC,A,1488,2415
2023-06-28,P_APAC,APAC,B,1505,2122
2023-06-28,P_APAC,APAC,C,2931,3109
2023-06-29,P_LATAM,LATAM,A,1572,1819
2023-06-29,P_LATAM,LATAM,B,1259,3029
2023-06-29,P_LATAM,LATAM,C,1877,3636
2023-06-29,P_NA,NA,A,1325,3109
2023-06-29,P_NA,NA,B,3120,3121
2023-06-29,P_NA,NA,C,1237,3036
2023-06-29,P_EU,EU,A,3009,2701
2023-06-29,P_EU,EU,B,2965,2611
2023-06-29,P_EU,EU,C,1846,2160
2023-06-29,P_APAC,APAC,A,3604,3843
2023-06-29,P_APAC,APAC,B,911,2286
2023-06-29,P_APAC,APAC,C,1373,2913
2023-06-30,P_LATAM,LATAM,A,3772,3501
2023-06-30,P_LATAM,LATAM,B,1590,3216
2023-06-30,P_LATAM,LATAM,C,3490,3107
2023-06-30,P_NA,NA,A,1334,1633
2023-06-30,P_NA,NA,B,2070,2468
2023-06-30,P_NA,NA,C,1007,2740
2023-06-30,P_EU,EU,A,3293,2769
2023-06-30,P_EU,EU,B,2299,3444
2023-06-30,P_EU,EU,C,1953,2764
2023-06-30,P_APAC,APAC,A,3335,3307
2023-06-30,P_APAC,APAC,B,897,1874
2023-06-30,P_APAC,APAC,C,688,1675
2023-07-01,P_LATAM,LATAM,A,4521,3921
2023-07-01,P_LATAM,LATAM,B,1699,1991
2023-07-01,P_LATAM,LATAM,C,1639,2978
2023-07-01,P_NA,NA,A,616,1936
2023-07-01,P_NA,NA,B,1458,2782
2023-07-01,P_NA,NA,C,2631,3168
2023-07-01,P_EU,EU,A,926,1799
2023-07-01,P_EU,EU,B,3980,3908
2023-07-01,P_EU,EU,C,2293,3516
2023-07-01,P_APAC,APAC,A,1804,2014
2023-07-01,P_APAC,APAC,B,3309,3297
2023-07-01,P_APAC,APAC,C,1770,3377
2023-07-02,P_LATAM,LATAM,A,590,1743
2023-07-02,P_LATAM,LATAM,B,1333,3267
2023-07-02,P_LATAM,LATAM,C,2481,2626
2023-07-02,P_NA,NA,A,3437,3032
2023-07-02,P_NA,NA,B,677,1587
2023-07-02,P_NA,NA,C,1250,1858
2023-07-02,P_EU,EU,A,3589,3370
2023-07-02,P_EU,EU,B,997,2084
2023-07-02,P_EU,EU,C,2799,3515
2023-07-02,P_APAC,APAC,A,1804,2085
2023-07-02,P_APAC,APAC,B,1520,1679
2023-07-02,P_APAC,APAC,C,2583,2793
2023-07-03,P_LATAM,LATAM,A,3213,2820
2023-07-03,P_LATAM,LATAM,B,1994,2683
2023-07-03,P_LATAM,LATAM,C,1837,1611
2023-07-03,P_NA,NA,A,2219,2407
2023-07-03,P_NA,NA,B,1049,3146
2023-07-03,P_NA,NA,C,3873,3539
2023-07-03,P_EU,EU,A,4230,3930
2023-07-03,P_EU,EU,B,2901,2980
2023-07-03,P_EU,EU,C,1666,3890
2023-07-03,P_APAC,APAC,A,1600,2949
2023-07-03,P_APAC,APAC,B,2216,3586
2023-07-03,P_APAC,APAC,C,740,1926
2023-07-04,P_LATAM,LATAM,A,1754,3156
2023-07-04,P_LATAM,LATAM,B,2420,2100
2023-07-04,P_LATAM,LATAM,C,2255,1910
2023-07-04,P_NA,NA,A,3601,3475
2023-07-04,P_NA,NA,B,3176,2942
2023-07-04,P_NA,NA,C,3319,3341
2023-07-04,P_EU,EU,A,1074,2230
2023-07-04,P_EU,EU,B,1140,2839
2023-07-04,P_EU,EU,C,2168,1830
2023-07-04,P_APAC,APAC,A,2358,3251
2023-07-04,P_APAC,APAC,B,3547,3479
2023-07-04,P_APAC,APAC,C,4094,3424
2023-07-05,P_LATAM,LATAM,A,1296,2415
2023-07-05,P_LATAM,LATAM,B,2542,3571
2023-07-05,P_LATAM,LATAM,C,2366,2472
2023-07-05,P_NA,NA,A,2983,3097
2023-07-05,P_NA,NA,B,2841,2536
2023-07-05,P_NA,NA,C,2474,2365
2023-07-05,P_EU,EU,A,1906,3756
2023-07-05,P_EU,EU,B,1466,1867
2023-07-05,P_EU,EU,C,2714,2912
2023-07-05,P_APAC,APAC,A,1875,1893
2023-07-05,P_APAC,APAC,B,2063,2670
2023-07-05,P_APAC,APAC,C,3474,3715
2023-07-06,P_LATAM,LATAM,A,1679,1741
2023-07-06,P_LATAM,LATAM,B,1930,1792
2023-07-06,P_LATAM,LATAM,C,2875,3638
2023-07-06,P_NA,NA,A,1541,3994
2023-07-06,P_NA,NA,B,1759,3017
2023-07-06,P_NA,NA,C,1322,3838
2023-07-06,P_EU,EU,A,1899,3743
2023-07-06,P_EU,EU,B,2040,3874
2023-07-06,P_EU,EU,C,2234,2344
2023-07-06,P_APAC,APAC,A,2020,2350
2023-07-06,P_APAC,APAC,B,2585,3633
2023-07-06,P_APAC,APAC,C,2984,3438
2023-07-07,P_LATAM,LATAM,A,3040,2907
2023-07-07,P_LATAM,LATAM,B,2522,3432
2023-07-07,P_LATAM,LATAM,C,2700,3653
2023-07-07,P_NA,NA,A,4501,3788
2023-07-07,P_NA,NA,B,2873,2619
2023-07-07,P_NA,NA,C,1350,2419
2023-07-07,P_EU,EU,A,1208,1658
2023-07-07,P_EU,EU,B,1880,1902
2023-07-07,P_EU,EU,C,3122,3170
2023-07-07,P_APAC,APAC,A,2762,2882
2023-07-07,P_APAC,APAC,B,2187,2070
2023-07-07,P_APAC,APAC,C,3562,3413
2023-07-08,P_LATAM,LATAM,A,2624,2395
2023-07-08,P_LATAM,LATAM,B,3263,3956
2023-07-08,P_LATAM,LATAM,C,1500,3882
2023-07-08,P_NA,NA,A,1679,3863
2023-07-08,P_NA,NA,B,960,2402
2023-07-08,P_NA,NA,C,1749,1884
2023-07-08,P_EU,EU,A,933,2884
2023-07-08,P_EU,EU,B,1259,2557
2023-07-08,P_EU,EU,C,3013,3539
2023-07-08,P_APAC,APAC,A,3855,3330
2023-07-08,P_APAC,APAC,B,1915,3258
2023-07-08,P_APAC,APAC,C,2608,3967
2023-07-09,P_LATAM,LATAM,A,1081,2075
2023-07-09,P_LATAM,LATAM,B,875,1858
2023-07-09,P_LATAM,LATAM,C,3818,3647
2023-07-09,P_NA,NA,A,3433,3826
2023-07-09,P_NA,NA,B,3082,3070
2023-07-09,P_NA,NA,C,927,2153
2023-07-09,P_EU,EU,A,3025,3478
2023-07-09,P_EU,EU,B,3344,2888
2023-07-09,P_EU,EU,C,1484,2188
2023-07-09,P_APAC,APAC,A,3246,3831
2023-07-09,P_APAC,APAC,B,2119,2958
2023-07-09,P_APAC,APAC,C,1007,2102
2023-07-10,P_LATAM,LATAM,A,2215,3473
2023-07-10,P_LATAM,LATAM,B,1131,1703
2023-07-10,P_LATAM,LATAM,C,1454,2511
2023-07-10,P_NA,NA,A,1612,2328
2023-07-10,P_NA,NA,B,3228,3977
2023-07-10,P_NA,NA,C,1542,2398
2023-07-10,P_EU,EU,A,2057,2867
2023-07-10,P_EU,EU,B,2890,3289
2023-07-10,P_EU,EU,C,1793,3800
2023-07-10,P_APAC,APAC,A,1324,1817
2023-07-10,P_APAC,APAC,B,4284,3834
2023-07-10,P_APAC,APAC,C,2003,2271
2023-07-11,P_LATAM,LATAM,A,2151,3347
2023-07-11,P_LATAM,LATAM,B,986,2682
