order_id,region,product,order_date,requested_delivery_date,actual_delivery_date,quantity
1121,EU,B,2023-05-15,2023-05-20,2023-05-20,2114
1122,EU,C,2023-05-15,2023-05-20,2023-05-27,1351
1123,APAC,A,2023-05-15,2023-05-20,2023-05-30,531
1124,APAC,C,2023-05-15,2023-05-20,2023-05-21,956
1125,LATAM,A,2023-05-16,2023-05-21,2023-05-24,1148
1126,LATAM,C,2023-05-16,2023-05-21,2023-05-23,1481
1127,NA,C,2023-05-16,2023-05-21,2023-05-22,1530
1128,EU,A,2023-05-16,2023-05-21,2023-05-23,2417
1129,EU,B,2023-05-16,2023-05-21,2023-05-22,2046
1130,APAC,A,2023-05-16,2023-05-21,2023-05-21,1855
1131,APAC,B,2023-05-16,2023-05-21,2023-05-18,998
1132,APAC,C,2023-05-16,2023-05-21,2023-05-21,2609
1133,LATAM,A,2023-05-17,2023-05-22,2023-06-01,537
1134,NA,A,2023-05-17,2023-05-22,2023-06-01,1632
1135,NA,B,2023-05-17,2023-05-22,2023-05-23,2097
1136,EU,A,2023-05-17,2023-05-22,2023-05-24,2288
1137,EU,B,2023-05-17,2023-05-22,2023-06-01,2441
1138,EU,C,2023-05-17,2023-05-22,2023-05-29,1105
1139,APAC,A,2023-05-17,2023-05-22,2023-06-01,2266
1140,APAC,C,2023-05-17,2023-05-22,2023-06-01,1201
1141,LATAM,A,2023-05-18,2023-05-23,2023-06-02,1148
1142,LATAM,B,2023-05-18,2023-05-23,2023-05-24,970
1143,LATAM,C,2023-05-18,2023-05-23,2023-05-30,2482
1144,NA,B,2023-05-18,2023-05-23,2023-06-02,797
1145,NA,C,2023-05-18,2023-05-23,2023-06-02,1032
1146,EU,B,2023-05-18,2023-05-23,2023-05-26,1838
1147,APAC,A,2023-05-18,2023-05-23,2023-06-02,2629
1148,APAC,B,2023-05-18,2023-05-23,2023-05-24,1687
1149,APAC,C,2023-05-18,2023-05-23,2023-06-02,1632
1150,LATAM,B,2023-05-19,2023-05-24,2023-05-26,1046
1151,NA,B,2023-05-19,2023-05-24,2023-05-31,1032
1152,NA,C,2023-05-19,2023-05-24,2023-06-03,2304
1153,EU,A,2023-05-19,2023-05-24,2023-05-26,2921
1154,EU,B,2023-05-19,2023-05-24,2023-06-03,1043
1155,EU,C,2023-05-19,2023-05-24,2023-05-25,2144
1156,APAC,B,2023-05-19,2023-05-24,2023-05-31,774
1157,APAC,C,2023-05-19,2023-05-24,2023-05-26,1903
1158,LATAM,A,2023-05-20,2023-05-25,2023-06-01,2218
1159,LATAM,B,2023-05-20,2023-05-25,2023-05-26,1599
1160,LATAM,C,2023-05-20,2023-05-25,2023-05-27,1315
1161,NA,A,2023-05-20,2023-05-25,2023-05-25,682
1162,NA,B,2023-05-20,2023-05-25,2023-05-26,1956
1163,EU,B,2023-05-20,2023-05-25,2023-06-01,2594
1164,APAC,A,2023-05-20,2023-05-25,2023-05-27,797
1165,APAC,C,2023-05-20,2023-05-25,2023-06-01,2984
1166,LATAM,C,2023-05-21,2023-05-26,2023-05-29,1993
1167,NA,B,2023-05-21,2023-05-26,2023-05-28,577
1168,NA,C,2023-05-21,2023-05-26,2023-06-02,743
1169,EU,B,2023-05-21,2023-05-26,2023-05-28,1577
1170,APAC,A,2023-05-21,2023-05-26,2023-06-05,716
1171,APAC,B,2023-05-21,2023-05-26,2023-05-29,1394
1172,APAC,C,2023-05-21,2023-05-26,2023-05-29,847
1173,LATAM,A,2023-05-22,2023-05-27,2023-05-30,1644
1174,NA,A,2023-05-22,2023-05-27,2023-06-06,2237
1175,NA,B,2023-05-22,2023-05-27,2023-06-06,1507
1176,APAC,A,2023-05-22,2023-05-27,2023-05-27,1046
1177,APAC,C,2023-05-22,2023-05-27,2023-05-27,1548
1178,LATAM,A,2023-05-23,2023-05-28,2023-06-07,1618
1179,LATAM,B,2023-05-23,2023-05-28,2023-06-07,2688
1180,LATAM,C,2023-05-23,2023-05-28,2023-06-04,2311
1181,NA,A,2023-05-23,2023-05-28,2023-06-07,524
1182,NA,B,2023-05-23,2023-05-28,2023-05-31,1878
1183,EU,B,2023-05-23,2023-05-28,2023-05-30,2209
1184,APAC,B,2023-05-23,2023-05-28,2023-05-31,1748
1185,LATAM,B,2023-05-24,2023-05-29,2023-06-08,2101
1186,NA,B,2023-05-24,2023-05-29,2023-06-01,2752
1187,NA,C,2023-05-24,2023-05-29,2023-05-30,908
1188,EU,B,2023-05-24,2023-05-29,2023-05-29,2835
1189,EU,C,2023-05-24,2023-05-29,2023-06-08,2608
1190,APAC,A,2023-05-24,2023-05-29,2023-05-29,1487
1191,APAC,B,2023-05-24,2023-05-29,2023-05-31,2796
1192,APAC,C,2023-05-24,2023-05-29,2023-05-31,2934
1193,LATAM,A,2023-05-25,2023-05-30,2023-05-30,800
1194,LATAM,C,2023-05-25,2023-05-30,2023-06-01,1741
1195,NA,B,2023-05-25,2023-05-30,2023-06-02,2791
1196,EU,A,2023-05-25,2023-05-30,2023-06-06,1254
1197,EU,B,2023-05-25,2023-05-30,,1461
1198,EU,C,2023-05-25,2023-05-30,2023-06-09,1011
1199,APAC,A,2023-05-25,2023-05-30,2023-05-30,2207
1200,APAC,B,2023-05-25,2023-05-30,2023-06-01,1819
1201,APAC,C,2023-05-25,2023-05-30,2023-06-09,2046
1202,LATAM,A,2023-05-26,2023-05-31,2023-06-03,856
1203,LATAM,C,2023-05-26,2023-05-31,2023-06-07,657
1204,NA,A,2023-05-26,2023-05-31,,749
1205,NA,B,2023-05-26,2023-05-31,,2411
1206,EU,A,2023-05-26,2023-05-31,2023-06-02,2972
1207,EU,B,2023-05-26,2023-05-31,2023-06-03,2370
1208,APAC,B,2023-05-26,2023-05-31,2023-05-31,1766
1209,APAC,C,2023-05-26,2023-05-31,2023-05-31,520
1210,LATAM,A,2023-05-27,2023-06-01,2023-06-04,2625
1211,LATAM,C,2023-05-27,2023-06-01,2023-06-04,1120
1212,NA,A,2023-05-27,2023-06-01,2023-06-02,2752
1213,EU,A,2023-05-27,2023-06-01,2023-06-11,1453
1214,EU,C,2023-05-27,2023-06-01,2023-06-02,2289
1215,APAC,B,2023-05-27,2023-06-01,2023-06-02,1285
1216,APAC,C,2023-05-27,2023-06-01,2023-06-08,1184
1217,LATAM,A,2023-05-28,2023-06-02,2023-06-12,2309
1218,LATAM,B,2023-05-28,2023-06-02,2023-06-03,620
1219,LATAM,C,2023-05-28,2023-06-02,2023-06-02,2314
1220,NA,C,2023-05-28,2023-06-02,2023-06-04,2610
1221,EU,A,2023-05-28,2023-06-02,2023-06-02,1413
1222,EU,B,2023-05-28,2023-06-02,2023-06-05,686
1223,EU,C,2023-05-28,2023-06-02,2023-06-03,576
1224,APAC,A,2023-05-28,2023-06-02,2023-06-02,1570
1225,APAC,B,2023-05-28,2023-06-02,2023-06-03,2510
1226,APAC,C,2023-05-28,2023-06-02,2023-06-05,718
1227,LATAM,A,2023-05-29,2023-06-03,2023-06-06,1183
1228,LATAM,C,2023-05-29,2023-06-03,2023-06-10,2011
1229,NA,A,2023-05-29,2023-06-03,2023-06-13,1663
1230,NA,B,2023-05-29,2023-06-03,2023-06-05,1810
1231,NA,C,2023-05-29,2023-06-03,2023-06-10,1204
1232,EU,A,2023-05-29,2023-06-03,2023-06-04,2140
1233,EU,B,2023-05-29,2023-06-03,2023-06-10,2454
1234,EU,C,2023-05-29,2023-06-03,2023-06-03,2510
1235,APAC,A,2023-05-29,2023-06-03,2023-06-13,1569
1236,APAC,C,2023-05-29,2023-06-03,2023-06-04,823
1237,LATAM,A,2023-05-30,2023-06-04,2023-06-07,1554
1238,LATAM,B,2023-05-30,2023-06-04,2023-06-07,1864
1239,LATAM,C,2023-05-30,2023-06-04,2023-06-05,1955
1240,NA,A,2023-05-30,2023-06-04,2023-06-14,2299
1241,NA,B,2023-05-30,2023-06-04,2023-06-14,1408
1242,EU,A,2023-05-30,2023-06-04,2023-06-11,1777
1243,EU,B,2023-05-30,2023-06-04,2023-06-11,590
1244,APAC,A,2023-05-30,2023-06-04,2023-06-05,1594
1245,APAC,B,2023-05-30,2023-06-04,2023-06-11,2784
1246,APAC,C,2023-05-30,2023-06-04,2023-06-07,2653
1247,LATAM,B,2023-05-31,2023-06-05,2023-06-07,1833
1248,NA,A,2023-05-31,2023-06-05,2023-06-07,1177
1249,NA,C,2023-05-31,2023-06-05,2023-06-06,951
1250,EU,A,2023-05-31,2023-06-05,2023-06-07,2854
1251,EU,B,2023-05-31,2023-06-05,2023-06-07,2394
1252,EU,C,2023-05-31,2023-06-05,2023-06-12,2861
1253,APAC,A,2023-05-31,2023-06-05,2023-06-07,2480
1254,APAC,B,2023-05-31,2023-06-05,2023-06-05,1697
1255,APAC,C,2023-05-31,2023-06-05,2023-06-15,707
1256,LATAM,A,2023-06-01,2023-06-06,2023-06-09,1873
1257,LATAM,B,2023-06-01,2023-06-06,2023-06-09,764
1258,NA,A,2023-06-01,2023-06-06,2023-06-07,1324
1259,NA,B,2023-06-01,2023-06-06,2023-06-03,2498
1260,EU,A,2023-06-01,2023-06-06,,2211
1261,EU,B,2023-06-01,2023-06-06,2023-06-09,2133
1262,EU,C,2023-06-01,2023-06-06,2023-06-09,901
1263,APAC,A,2023-06-01,2023-06-06,2023-06-16,1189
1264,APAC,B,2023-06-01,2023-06-06,2023-06-16,2261
1265,LATAM,B,2023-06-02,2023-06-07,2023-06-17,863
1266,LATAM,C,2023-06-02,2023-06-07,2023-06-07,2054
1267,NA,A,2023-06-02,2023-06-07,2023-06-07,1282
1268,NA,B,2023-06-02,2023-06-07,2023-06-17,1169
1269,NA,C,2023-06-02,2023-06-07,2023-06-14,1548
1270,EU,A,2023-06-02,2023-06-07,2023-06-08,2848
1271,EU,B,2023-06-02,2023-06-07,2023-06-10,2795
1272,APAC,A,2023-06-02,2023-06-07,2023-06-17,992
1273,APAC,C,2023-06-02,2023-06-07,2023-06-17,769
1274,LATAM,A,2023-06-03,2023-06-08,,808
1275,LATAM,B,2023-06-03,2023-06-08,2023-06-11,1277
1276,NA,A,2023-06-03,2023-06-08,2023-06-10,1902
1277,NA,B,2023-06-03,2023-06-08,2023-06-10,2479
1278,EU,A,2023-06-03,2023-06-08,2023-06-08,2972
1279,EU,B,2023-06-03,2023-06-08,2023-06-15,1615
1280,EU,C,2023-06-03,2023-06-08,2023-06-18,760
1281,APAC,A,2023-06-03,2023-06-08,2023-06-18,1349
1282,APAC,B,2023-06-03,2023-06-08,2023-06-09,1246
1283,APAC,C,2023-06-03,2023-06-08,2023-06-10,2347
1284,LATAM,A,2023-06-04,2023-06-09,2023-06-09,553
1285,LATAM,B,2023-06-04,2023-06-09,2023-06-10,501
1286,LATAM,C,2023-06-04,2023-06-09,2023-06-16,2364
1287,NA,A,2023-06-04,2023-06-09,2023-06-12,2650
1288,NA,C,2023-06-04,2023-06-09,2023-06-19,2364
1289,EU,A,2023-06-04,2023-06-09,2023-06-12,1917
1290,EU,C,2023-06-04,2023-06-09,2023-06-10,984
1291,APAC,A,2023-06-04,2023-06-09,2023-06-09,1994
1292,APAC,B,2023-06-04,2023-06-09,2023-06-10,1051
1293,APAC,C,2023-06-04,2023-06-09,2023-06-09,639
1294,LATAM,A,2023-06-05,2023-06-10,2023-06-17,2000
1295,LATAM,B,2023-06-05,2023-06-10,2023-06-10,1303
1296,LATAM,C,2023-06-05,2023-06-10,2023-06-17,2001
1297,NA,A,2023-06-05,2023-06-10,2023-06-20,2422
1298,NA,C,2023-06-05,2023-06-10,2023-06-12,1537
1299,EU,A,2023-06-05,2023-06-10,2023-06-10,1195
1300,EU,C,2023-06-05,2023-06-10,2023-06-17,987
1301,APAC,A,2023-06-05,2023-06-10,2023-06-20,2364
1302,LATAM,A,2023-06-06,2023-06-11,2023-06-21,2438
1303,LATAM,B,2023-06-06,2023-06-11,2023-06-18,2538
1304,LATAM,C,2023-06-06,2023-06-11,2023-06-13,1209
1305,NA,C,2023-06-06,2023-06-11,2023-06-08,943
1306,EU,B,2023-06-06,2023-06-11,2023-06-21,2694
1307,EU,C,2023-06-06,2023-06-11,2023-06-14,854
1308,APAC,A,2023-06-06,2023-06-11,2023-06-11,2368
1309,APAC,C,2023-06-06,2023-06-11,2023-06-13,1064
1310,LATAM,A,2023-06-07,2023-06-12,2023-06-14,1833
1311,LATAM,B,2023-06-07,2023-06-12,2023-06-12,2049
1312,LATAM,C,2023-06-07,2023-06-12,2023-06-13,2770
1313,NA,B,2023-06-07,2023-06-12,2023-06-14,793
1314,EU,A,2023-06-07,2023-06-12,2023-06-19,760
1315,EU,C,2023-06-07,2023-06-12,2023-06-22,1424
1316,APAC,A,2023-06-07,2023-06-12,2023-06-22,1008
1317,APAC,C,2023-06-07,2023-06-12,2023-06-15,2789
1318,LATAM,A,2023-06-08,2023-06-13,2023-06-10,1750
1319,LATAM,B,2023-06-08,2023-06-13,2023-06-15,2773
1320,LATAM,C,2023-06-08,2023-06-13,2023-06-15,2823
1321,NA,A,2023-06-08,2023-06-13,2023-06-23,1805
1322,NA,B,2023-06-08,2023-06-13,2023-06-15,819
1323,EU,A,2023-06-08,2023-06-13,,1463
1324,EU,C,2023-06-08,2023-06-13,2023-06-13,1066
1325,APAC,A,2023-06-08,2023-06-13,2023-06-16,2201
1326,APAC,C,2023-06-08,2023-06-13,2023-06-20,1507
1327,LATAM,B,2023-06-09,2023-06-14,2023-06-16,2462
1328,NA,A,2023-06-09,2023-06-14,2023-06-17,2535
1329,NA,B,2023-06-09,2023-06-14,2023-06-17,652
1330,NA,C,2023-06-09,2023-06-14,2023-06-21,1800
1331,EU,A,2023-06-09,2023-06-14,2023-06-15,1901
1332,EU,B,2023-06-09,2023-06-14,2023-06-15,881
1333,EU,C,2023-06-09,2023-06-14,2023-06-21,529
1334,APAC,A,2023-06-09,2023-06-14,2023-06-14,2798
1335,LATAM,A,2023-06-10,2023-06-15,2023-06-18,2530
1336,LATAM,B,2023-06-10,2023-06-15,2023-06-25,2924
1337,LATAM,C,2023-06-10,2023-06-15,2023-06-18,1361
1338,NA,B,2023-06-10,2023-06-15,2023-06-22,2170
1339,NA,C,2023-06-10,2023-06-15,2023-06-25,2694
1340,EU,A,2023-06-10,2023-06-15,2023-06-17,2261
1341,EU,B,2023-06-10,2023-06-15,2023-06-22,2873
1342,EU,C,2023-06-10,2023-06-15,2023-06-22,1951
1343,APAC,A,2023-06-10,2023-06-15,2023-06-17,1664
1344,APAC,B,2023-06-10,2023-06-15,2023-06-25,1671
1345,APAC,C,2023-06-10,2023-06-15,2023-06-22,1654
1346,LATAM,A,2023-06-11,2023-06-16,2023-06-17,1567
1347,LATAM,B,2023-06-11,2023-06-16,,1087
1348,NA,A,2023-06-11,2023-06-16,2023-06-17,2970
1349,NA,B,2023-06-11,2023-06-16,2023-06-16,2054
1350,NA,C,2023-06-11,2023-06-16,2023-06-19,1520
1351,EU,A,2023-06-11,2023-06-16,2023-06-19,2435
1352,EU,B,2023-06-11,2023-06-16,2023-06-26,1410
1353,EU,C,2023-06-11,2023-06-16,2023-06-18,1594
1354,APAC,B,2023-06-11,2023-06-16,2023-06-23,884
1355,LATAM,A,2023-06-12,2023-06-17,2023-06-17,1819
1356,LATAM,B,2023-06-12,2023-06-17,2023-06-19,618
1357,LATAM,C,2023-06-12,2023-06-17,2023-06-27,1050
1358,NA,A,2023-06-12,2023-06-17,2023-06-18,1035
1359,EU,A,2023-06-12,2023-06-17,2023-06-20,2953
1360,EU,B,2023-06-12,2023-06-17,2023-06-18,886
1361,EU,C,2023-06-12,2023-06-17,2023-06-24,2098
1362,APAC,B,2023-06-12,2023-06-17,2023-06-19,985
1363,APAC,C,2023-06-12,2023-06-17,2023-06-27,571
1364,LATAM,A,2023-06-13,2023-06-18,2023-06-15,971
1365,LATAM,B,2023-06-13,2023-06-18,2023-06-21,1056
1366,NA,A,2023-06-13,2023-06-18,2023-06-21,1839
1367,NA,B,2023-06-13,2023-06-18,2023-06-21,2835
1368,NA,C,2023-06-13,2023-06-18,,1758
1369,APAC,A,2023-06-13,2023-06-18,2023-06-21,1712
1370,APAC,C,2023-06-13,2023-06-18,2023-06-28,1012
1371,LATAM,B,2023-06-14,2023-06-19,2023-06-19,998
1372,LATAM,C,2023-06-14,2023-06-19,2023-06-22,1458
1373,NA,C,2023-06-14,2023-06-19,,2868
1374,EU,A,2023-06-14,2023-06-19,,2171
1375,EU,B,2023-06-14,2023-06-19,2023-06-29,2232
1376,EU,C,2023-06-14,2023-06-19,2023-06-20,2909
1377,APAC,A,2023-06-14,2023-06-19,2023-06-29,2381
1378,APAC,B,2023-06-14,2023-06-19,2023-06-19,2731
1379,LATAM,A,2023-06-15,2023-06-20,2023-06-22,1752
1380,LATAM,B,2023-06-15,2023-06-20,2023-06-27,1012
1381,NA,A,2023-06-15,2023-06-20,2023-06-20,541
1382,NA,C,2023-06-15,2023-06-20,2023-06-23,2700
1383,EU,B,2023-06-15,2023-06-20,2023-06-27,2096
1384,APAC,A,2023-06-15,2023-06-20,2023-06-22,1839
1385,APAC,B,2023-06-15,2023-06-20,2023-06-23,1274
1386,APAC,C,2023-06-15,2023-06-20,2023-06-21,2674
1387,LATAM,A,2023-06-16,2023-06-21,,2039
1388,LATAM,C,2023-06-16,2023-06-21,2023-06-21,2000
1389,NA,A,2023-06-16,2023-06-21,2023-06-24,1034
1390,NA,C,2023-06-16,2023-06-21,2023-06-18,1967
1391,EU,A,2023-06-16,2023-06-21,2023-06-23,2699
1392,EU,C,2023-06-16,2023-06-21,2023-06-23,707
1393,APAC,B,2023-06-16,2023-06-21,2023-06-24,2941
1394,APAC,C,2023-06-16,2023-06-21,2023-06-24,2948
1395,LATAM,A,2023-06-17,2023-06-22,2023-06-22,944
1396,LATAM,B,2023-06-17,2023-06-22,2023-06-22,671
1397,LATAM,C,2023-06-17,2023-06-22,2023-07-02,1814
1398,NA,A,2023-06-17,2023-06-22,2023-06-24,1938
1399,NA,B,2023-06-17,2023-06-22,2023-06-23,1677
1400,EU,A,2023-06-17,2023-06-22,2023-07-02,2376
1401,EU,B,2023-06-17,2023-06-22,2023-06-24,1518
1402,EU,C,2023-06-17,2023-06-22,2023-07-02,2995
1403,APAC,A,2023-06-17,2023-06-22,2023-07-02,1619
1404,APAC,B,2023-06-17,2023-06-22,2023-06-24,956
1405,APAC,C,2023-06-17,2023-06-22,2023-06-29,2142
1406,LATAM,A,2023-06-18,2023-06-23,2023-06-25,802
1407,LATAM,B,2023-06-18,2023-06-23,2023-06-25,850
1408,LATAM,C,2023-06-18,2023-06-23,2023-06-25,2514
1409,NA,A,2023-06-18,2023-06-23,2023-07-03,983
1410,NA,C,2023-06-18,2023-06-23,2023-06-23,1642
1411,EU,A,2023-06-18,2023-06-23,2023-06-23,1725
1412,EU,C,2023-06-18,2023-06-23,2023-06-26,871
1413,APAC,A,2023-06-18,2023-06-23,2023-06-24,1868
1414,APAC,B,2023-06-18,2023-06-23,2023-06-30,1918
1415,APAC,C,2023-06-18,2023-06-23,2023-07-03,523
1416,LATAM,B,2023-06-19,2023-06-24,2023-07-04,598
1417,NA,A,2023-06-19,2023-06-24,2023-06-26,1239
1418,EU,A,2023-06-19,2023-06-24,2023-07-04,762
1419,EU,B,2023-06-19,2023-06-24,2023-06-24,500
1420,APAC,A,2023-06-19,2023-06-24,2023-07-04,1725
1421,APAC,B,2023-06-19,2023-06-24,2023-06-26,1912
1422,LATAM,B,2023-06-20,2023-06-25,2023-06-22,2686
1423,LATAM,C,2023-06-20,2023-06-25,2023-06-25,2182
1424,NA,A,2023-06-20,2023-06-25,2023-06-28,1322
1425,NA,C,2023-06-20,2023-06-25,2023-06-28,1085
1426,EU,C,2023-06-20,2023-06-25,2023-06-28,2665
1427,APAC,A,2023-06-20,2023-06-25,2023-06-25,1171
1428,APAC,B,2023-06-20,2023-06-25,2023-06-28,1993
1429,LATAM,C,2023-06-21,2023-06-26,2023-07-06,1317
1430,NA,A,2023-06-21,2023-06-26,2023-06-29,2687
1431,NA,B,2023-06-21,2023-06-26,2023-07-06,1055
1432,NA,C,2023-06-21,2023-06-26,2023-06-26,1425
1433,EU,B,2023-06-21,2023-06-26,2023-06-29,2854
1434,EU,C,2023-06-21,2023-06-26,2023-07-06,508
1435,APAC,A,2023-06-21,2023-06-26,2023-07-06,2853
1436,APAC,B,2023-06-21,2023-06-26,2023-06-27,1923
1437,APAC,C,2023-06-21,2023-06-26,2023-06-29,2208
1438,LATAM,C,2023-06-22,2023-06-27,,572
1439,NA,A,2023-06-22,2023-06-27,2023-07-07,2075
1440,NA,B,2023-06-22,2023-06-27,2023-06-30,1381
1441,NA,C,2023-06-22,2023-06-27,2023-06-28,541
1442,EU,B,2023-06-22,2023-06-27,2023-06-27,2057
1443,EU,C,2023-06-22,2023-06-27,2023-06-29,2608
1444,APAC,B,2023-06-22,2023-06-27,2023-07-07,881
1445,APAC,C,2023-06-22,2023-06-27,2023-06-29,1139
1446,NA,B,2023-06-23,2023-06-28,2023-07-05,1410
1447,EU,A,2023-06-23,2023-06-28,2023-06-29,2109
1448,EU,B,2023-06-23,2023-06-28,2023-06-29,2883
1449,APAC,B,2023-06-23,2023-06-28,2023-07-05,1389
1450,APAC,C,2023-06-23,2023-06-28,2023-06-25,1910
1451,LATAM,A,2023-06-24,2023-06-29,2023-06-30,2597
1452,LATAM,B,2023-06-24,2023-06-29,2023-06-29,1919
1453,NA,A,2023-06-24,2023-06-29,2023-07-09,853
1454,NA,C,2023-06-24,2023-06-29,2023-07-01,2922
1455,EU,A,2023-06-24,2023-06-29,2023-07-02,2353
1456,EU,B,2023-06-24,2023-06-29,2023-07-09,1201
1457,EU,C,2023-06-24,2023-06-29,2023-06-29,1644
1458,APAC,A,2023-06-24,2023-06-29,2023-07-09,1806
1459,APAC,C,2023-06-24,2023-06-29,2023-07-02,681
1460,LATAM,A,2023-06-25,2023-06-30,2023-07-10,2063
1461,LATAM,B,2023-06-25,2023-06-30,2023-06-30,2087
1462,LATAM,C,2023-06-25,2023-06-30,2023-07-07,772
1463,NA,B,2023-06-25,2023-06-30,2023-06-27,2236
1464,EU,A,2023-06-25,2023-06-30,2023-07-07,699
1465,EU,B,2023-06-25,2023-06-30,2023-07-07,1345
1466,APAC,C,2023-06-25,2023-06-30,2023-07-07,1150
1467,LATAM,A,2023-06-26,2023-07-01,2023-07-02,1590
1468,LATAM,C,2023-06-26,2023-07-01,2023-07-11,551
1469,NA,B,2023-06-26,2023-07-01,2023-07-01,2531
1470,NA,C,2023-06-26,2023-07-01,2023-07-03,2880
1471,EU,A,2023-06-26,2023-07-01,2023-07-08,772
1472,EU,B,2023-06-26,2023-07-01,2023-07-03,1295
1473,APAC,A,2023-06-26,2023-07-01,2023-07-11,2976
1474,APAC,B,2023-06-26,2023-07-01,2023-07-11,1347
1475,APAC,C,2023-06-26,2023-07-01,2023-07-01,2703
1476,LATAM,A,2023-06-27,2023-07-02,2023-07-02,1618
1477,LATAM,B,2023-06-27,2023-07-02,2023-07-05,1635
1478,NA,A,2023-06-27,2023-07-02,2023-07-05,1446
1479,NA,B,2023-06-27,2023-07-02,2023-07-04,1248
1480,NA,C,2023-06-27,2023-07-02,2023-07-05,2102
1481,EU,C,2023-06-27,2023-07-02,2023-07-04,915
1482,APAC,A,2023-06-27,2023-07-02,2023-07-03,2347
1483,APAC,C,2023-06-27,2023-07-02,2023-07-12,1564
1484,LATAM,A,2023-06-28,2023-07-03,2023-07-10,686
1485,LATAM,C,2023-06-28,2023-07-03,2023-07-03,2177
1486,NA,A,2023-06-28,2023-07-03,2023-07-10,1913
1487,APAC,A,2023-06-28,2023-07-03,2023-07-04,577
1488,APAC,B,2023-06-28,2023-07-03,2023-07-05,2451
1489,APAC,C,2023-06-28,2023-07-03,2023-07-06,2456
1490,LATAM,A,2023-06-29,2023-07-04,2023-07-04,2456
1491,LATAM,B,2023-06-29,2023-07-04,2023-07-04,2652
1492,NA,B,2023-06-29,2023-07-04,2023-07-06,2102
1493,EU,A,2023-06-29,2023-07-04,2023-07-07,2447
1494,EU,C,2023-06-29,2023-07-04,2023-07-06,2545
1495,APAC,A,2023-06-29,2023-07-04,2023-07-05,1821
1496,APAC,C,2023-06-29,2023-07-04,,1046
1497,LATAM,A,2023-06-30,2023-07-05,2023-07-05,2874
1498,LATAM,B,2023-06-30,2023-07-05,2023-07-05,2317
1499,LATAM,C,2023-06-30,2023-07-05,2023-07-06,1891
1500,NA,A,2023-06-30,2023-07-05,2023-07-12,2126
1501,NA,B,2023-06-30,2023-07-05,2023-07-05,503
1502,NA,C,2023-06-30,2023-07-05,2023-07-12,1348
1503,EU,A,2023-06-30,2023-07-05,2023-07-12,1279
1504,EU,B,2023-06-30,2023-07-05,2023-07-15,732
1505,EU,C,2023-06-30,2023-07-05,2023-07-06,1853
1506,APAC,B,2023-06-30,2023-07-05,2023-07-12,1799
1507,LATAM,B,2023-07-01,2023-07-06,2023-07-06,2787
1508,LATAM,C,2023-07-01,2023-07-06,2023-07-06,1693
1509,NA,A,2023-07-01,2023-07-06,2023-07-16,1618
1510,NA,C,2023-07-01,2023-07-06,2023-07-13,2905
1511,EU,A,2023-07-01,2023-07-06,2023-07-09,1196
1512,EU,B,2023-07-01,2023-07-06,2023-07-07,829
1513,EU,C,2023-07-01,2023-07-06,2023-07-09,2456
1514,APAC,A,2023-07-01,2023-07-06,2023-07-06,1048
1515,APAC,B,2023-07-01,2023-07-06,2023-07-07,2503
1516,APAC,C,2023-07-01,2023-07-06,2023-07-16,1848
1517,LATAM,A,2023-07-02,2023-07-07,2023-07-10,1628
1518,LATAM,B,2023-07-02,2023-07-07,,2734
1519,NA,A,2023-07-02,2023-07-07,2023-07-14,1998
1520,NA,B,2023-07-02,2023-07-07,2023-07-17,789
1521,NA,C,2023-07-02,2023-07-07,2023-07-14,2613
1522,EU,A,2023-07-02,2023-07-07,2023-07-17,1470
1523,EU,C,2023-07-02,2023-07-07,2023-07-04,2447
1524,APAC,A,2023-07-02,2023-07-07,2023-07-07,1884
1525,APAC,B,2023-07-02,2023-07-07,2023-07-09,2874
1526,APAC,C,2023-07-02,2023-07-07,2023-07-08,1411
1527,LATAM,B,2023-07-03,2023-07-08,2023-07-18,2779
1528,NA,A,2023-07-03,2023-07-08,2023-07-10,2983
1529,NA,B,2023-07-03,2023-07-08,2023-07-18,1829
1530,NA,C,2023-07-03,2023-07-08,,2610
1531,EU,B,2023-07-03,2023-07-08,2023-07-08,524
1532,APAC,A,2023-07-03,2023-07-08,2023-07-10,1518
1533,APAC,B,2023-07-03,2023-07-08,2023-07-10,2365
1534,APAC,C,2023-07-03,2023-07-08,2023-07-09,644
1535,LATAM,A,2023-07-04,2023-07-09,2023-07-09,1509
1536,LATAM,B,2023-07-04,2023-07-09,2023-07-09,1602
1537,LATAM,C,2023-07-04,2023-07-09,2023-07-09,1621
1538,NA,A,2023-07-04,2023-07-09,2023-07-09,2371
1539,NA,B,2023-07-04,2023-07-09,2023-07-19,2572
1540,NA,C,2023-07-04,2023-07-09,2023-07-10,825
1541,EU,A,2023-07-04,2023-07-09,2023-07-16,1994
1542,APAC,A,2023-07-04,2023-07-09,2023-07-11,1469
1543,LATAM,B,2023-07-05,2023-07-10,2023-07-20,504
1544,LATAM,C,2023-07-05,2023-07-10,2023-07-07,1567
1545,NA,A,2023-07-05,2023-07-10,2023-07-11,1719
1546,NA,B,2023-07-05,2023-07-10,,1702
1547,EU,A,2023-07-05,2023-07-10,2023-07-17,2509
1548,EU,C,2023-07-05,2023-07-10,2023-07-20,2635
1549,APAC,B,2023-07-05,2023-07-10,2023-07-20,1082
1550,APAC,C,2023-07-05,2023-07-10,2023-07-12,1873
1551,LATAM,A,2023-07-06,2023-07-11,2023-07-14,2551
